"","inbred","cassette","condition","image","replicate","length"
"2205","CML322",26,"ws","20190906-174557-plate_026",5,1.4513416
"2206","CML322",26,"ws","20190906-174557-plate_026",4,0.42196903
"2207","CML322",26,"ws","20190906-174557-plate_026",3,0.9137614
"2208","CML322",26,"ws","20190906-174557-plate_026",2,0.43113568
"2209","CML322",26,"ws","20190906-174557-plate_026",1,0
"2210","I29",31,"ww","20190905-113702-plate_031",10,0.21476088
"2211","I29",31,"ww","20190905-113702-plate_031",9,0.29398367
"2212","I29",31,"ww","20190905-113702-plate_031",8,0.5650181
"2213","I29",31,"ww","20190905-113702-plate_031",7,1.2350376
"2214","I29",31,"ww","20190905-113702-plate_031",6,0.6416282
"2215","I29",31,"ww","20190905-113702-plate_031",5,0
"2216","I29",31,"ww","20190905-113702-plate_031",4,0
"2217","I29",31,"ww","20190905-113702-plate_031",3,0
"2218","I29",31,"ww","20190905-113702-plate_031",2,0
"2219","I29",31,"ww","20190905-113702-plate_031",1,0.073655896
"2220","I29",31,"ww","20190906-173700-plate_031",10,2.9823442
"2221","I29",31,"ww","20190906-173700-plate_031",9,5.164523
"2222","I29",31,"ww","20190906-173700-plate_031",8,5.589254
"2223","I29",31,"ww","20190906-173700-plate_031",7,7.0210247
"2224","I29",31,"ww","20190906-173700-plate_031",6,5.3647437
"2225","I29",31,"ww","20190906-173700-plate_031",5,0
"2226","I29",31,"ww","20190906-173700-plate_031",4,0
"2227","I29",31,"ww","20190906-173700-plate_031",3,0
"2228","I29",31,"ww","20190906-173700-plate_031",2,0
"2229","I29",31,"ww","20190906-173700-plate_031",1,4.03521
"2230","I29",33,"ws","20190905-173957-plate_033",10,0.7361342
"2231","I29",33,"ws","20190905-173957-plate_033",9,0.2694143
"2232","I29",33,"ws","20190905-173957-plate_033",8,1.3506638
"2233","I29",33,"ws","20190905-173957-plate_033",7,1.1665349
"2234","I29",33,"ws","20190905-173957-plate_033",6,1.19782
"2235","I29",33,"ws","20190905-173957-plate_033",5,0.15261035
"2236","I29",33,"ws","20190905-173957-plate_033",4,0
"2237","I29",33,"ws","20190905-173957-plate_033",3,0
"2238","I29",33,"ws","20190905-173957-plate_033",2,0.22071348
"2239","I29",33,"ws","20190905-173957-plate_033",1,0
"2240","I29",33,"ws","20190906-173957-plate_033",10,3.1779673
"2241","I29",33,"ws","20190906-173957-plate_033",9,3.0645964
"2242","I29",33,"ws","20190906-173957-plate_033",8,3.159717
"2243","I29",33,"ws","20190906-173957-plate_033",7,3.447343
"2244","I29",33,"ws","20190906-173957-plate_033",6,4.2007895
"2245","I29",33,"ws","20190906-173957-plate_033",5,1.8724028
"2246","I29",33,"ws","20190906-173957-plate_033",4,0
"2247","I29",33,"ws","20190906-173957-plate_033",3,0
"2248","I29",33,"ws","20190906-173957-plate_033",2,2.4186995
"2249","I29",33,"ws","20190906-173957-plate_033",1,0
"2250","MS1334",30,"ww","20190911-094859-plate_030",10,1.0251325
"2251","MS1334",30,"ww","20190911-094859-plate_030",9,1.5319842
"2252","MS1334",30,"ww","20190911-094859-plate_030",8,0.95446986
"2253","MS1334",30,"ww","20190911-094859-plate_030",7,1.3203398
"2254","MS1334",30,"ww","20190911-094859-plate_030",6,1.0341274
"2255","MS1334",30,"ww","20190911-094859-plate_030",5,1.3523474
"2256","MS1334",30,"ww","20190911-094859-plate_030",4,0.9723614
"2257","MS1334",30,"ww","20190911-094859-plate_030",3,1.0353532
"2258","MS1334",30,"ww","20190911-094859-plate_030",2,0.9152547
"2259","MS1334",30,"ww","20190911-094859-plate_030",1,0.7426348
"2260","MS1334",30,"ww","20190912-094900-plate_030",10,2.957273
"2261","MS1334",30,"ww","20190912-094900-plate_030",9,4.5529056
"2262","MS1334",30,"ww","20190912-094900-plate_030",8,2.7435584
"2263","MS1334",30,"ww","20190912-094900-plate_030",7,3.664911
"2264","MS1334",30,"ww","20190912-094900-plate_030",6,2.8807101
"2265","MS1334",30,"ww","20190912-094900-plate_030",5,4.6465464
"2266","MS1334",30,"ww","20190912-094900-plate_030",4,3.8728192
"2267","MS1334",30,"ww","20190912-094900-plate_030",3,4.136836
"2268","MS1334",30,"ww","20190912-094900-plate_030",2,2.8975167
"2269","MS1334",30,"ww","20190912-094900-plate_030",1,3.5290608
"2270","MS1334",32,"ws","20190911-095158-plate_032",10,1.0589625
"2271","MS1334",32,"ws","20190911-095158-plate_032",9,1.174608
"2272","MS1334",32,"ws","20190911-095158-plate_032",8,0.965347
"2273","MS1334",32,"ws","20190911-095158-plate_032",7,1.2376362
"2274","MS1334",32,"ws","20190911-095158-plate_032",6,1.020244
"2275","MS1334",32,"ws","20190911-095158-plate_032",5,1.4759822
"2276","MS1334",32,"ws","20190911-095158-plate_032",4,0.9426783
"2277","MS1334",32,"ws","20190911-095158-plate_032",3,1.206291
"2278","MS1334",32,"ws","20190911-095158-plate_032",2,0.860661
"2279","MS1334",32,"ws","20190911-095158-plate_032",1,1.4309261
"2280","MS1334",32,"ws","20190912-095158-plate_032",10,1.7398355
"2281","MS1334",32,"ws","20190912-095158-plate_032",9,2.701877
"2282","MS1334",32,"ws","20190912-095158-plate_032",8,1.8434935
"2283","MS1334",32,"ws","20190912-095158-plate_032",7,2.521802
"2284","MS1334",32,"ws","20190912-095158-plate_032",6,2.3479662
"2285","MS1334",32,"ws","20190912-095158-plate_032",5,1.8808656
"2286","MS1334",32,"ws","20190912-095158-plate_032",4,2.1071355
"2287","MS1334",32,"ws","20190912-095158-plate_032",3,1.8630791
"2288","MS1334",32,"ws","20190912-095158-plate_032",2,2.1888297
"2289","MS1334",32,"ws","20190912-095158-plate_032",1,2.6078286
"2290","M14",8,"ww","20190911-094317-plate_008",10,0.65879416
"2291","M14",8,"ww","20190911-094317-plate_008",9,0.7708731
"2292","M14",8,"ww","20190911-094317-plate_008",8,0.81179106
"2293","M14",8,"ww","20190911-094317-plate_008",7,0.56617296
"2294","M14",8,"ww","20190911-094317-plate_008",6,0.45339048
"2295","M14",8,"ww","20190911-094317-plate_008",5,0.64374846
"2296","M14",8,"ww","20190911-094317-plate_008",4,0.41779122
"2297","M14",8,"ww","20190911-094317-plate_008",3,0.9360452
"2298","M14",8,"ww","20190911-094317-plate_008",2,0.68039685
"2299","M14",8,"ww","20190911-094317-plate_008",1,0.69721395
"2300","M14",8,"ww","20190912-094301-plate_008",10,3.5216322
"2301","M14",8,"ww","20190912-094301-plate_008",9,4.3806515
"2302","M14",8,"ww","20190912-094301-plate_008",8,3.7307086
"2303","M14",8,"ww","20190912-094301-plate_008",7,3.9443202
"2304","M14",8,"ww","20190912-094301-plate_008",6,3.3315089
"2305","M14",8,"ww","20190912-094301-plate_008",5,4.023332
"2306","M14",8,"ww","20190912-094301-plate_008",4,3.586436
"2307","M14",8,"ww","20190912-094301-plate_008",3,4.4024825
"2308","M14",8,"ww","20190912-094301-plate_008",2,4.153114
"2309","M14",8,"ww","20190912-094301-plate_008",1,2.6716154
"2310","M14",25,"ws","20190911-094558-plate_025",10,0.44364715
"2311","M14",25,"ws","20190911-094558-plate_025",9,0.79821485
"2312","M14",25,"ws","20190911-094558-plate_025",8,0.7014421
"2313","M14",25,"ws","20190911-094558-plate_025",7,0.73435724
"2314","M14",25,"ws","20190911-094558-plate_025",6,0.66921127
"2315","M14",25,"ws","20190911-094558-plate_025",5,0.38532874
"2316","M14",25,"ws","20190911-094558-plate_025",4,0.433854
"2317","M14",25,"ws","20190911-094558-plate_025",3,0.8854875
"2318","M14",25,"ws","20190911-094558-plate_025",2,0.56928843
"2319","M14",25,"ws","20190911-094558-plate_025",1,0.7488394
"2320","M14",25,"ws","20190912-094559-plate_025",10,1.4847339
"2321","M14",25,"ws","20190912-094559-plate_025",9,1.8565377
"2322","M14",25,"ws","20190912-094559-plate_025",8,1.7186109
"2323","M14",25,"ws","20190912-094559-plate_025",7,2.0285892
"2324","M14",25,"ws","20190912-094559-plate_025",6,2.074903
"2325","M14",25,"ws","20190912-094559-plate_025",5,2.114995
"2326","M14",25,"ws","20190912-094559-plate_025",4,1.9807116
"2327","M14",25,"ws","20190912-094559-plate_025",3,1.9496984
"2328","M14",25,"ws","20190912-094559-plate_025",2,1.298011
"2329","M14",25,"ws","20190912-094559-plate_025",1,2.3062713
"2330","MO44",22,"ww","20190911-103702-plate_022",10,0
"2331","MO44",22,"ww","20190911-103702-plate_022",9,0.16761409
"2332","MO44",22,"ww","20190911-103702-plate_022",8,0
"2333","MO44",22,"ww","20190911-103702-plate_022",7,0
"2334","MO44",22,"ww","20190911-103702-plate_022",6,0.25840968
"2335","MO44",22,"ww","20190911-103702-plate_022",5,0.3034647
"2336","MO44",22,"ww","20190911-103702-plate_022",4,0.14199851
"2337","MO44",22,"ww","20190911-103702-plate_022",3,0.31177017
"2338","MO44",22,"ww","20190911-103702-plate_022",2,0.1537063
"2339","MO44",22,"ww","20190911-103702-plate_022",1,0.19182643
"2340","MO44",22,"ww","20190912-103702-plate_022",10,3.4219067
"2341","MO44",22,"ww","20190912-103702-plate_022",9,3.027375
"2342","MO44",22,"ww","20190912-103702-plate_022",8,3.811219
"2343","MO44",22,"ww","20190912-103702-plate_022",7,4.3361754
"2344","MO44",22,"ww","20190912-103702-plate_022",6,4.2724867
"2345","MO44",22,"ww","20190912-103702-plate_022",5,3.2153442
"2346","MO44",22,"ww","20190912-103702-plate_022",4,3.3646173
"2347","MO44",22,"ww","20190912-103702-plate_022",3,3.630089
"2348","MO44",22,"ww","20190912-103702-plate_022",2,4.227806
"2349","MO44",22,"ww","20190912-103702-plate_022",1,3.4800162
"2350","MO44",26,"ws","20190911-103958-plate_026",10,0.15817912
"2351","MO44",26,"ws","20190911-103958-plate_026",9,0
"2352","MO44",26,"ws","20190911-103958-plate_026",8,0.19466916
"2353","MO44",26,"ws","20190911-103958-plate_026",7,0
"2354","MO44",26,"ws","20190911-103958-plate_026",6,0.07837633
"2355","MO44",26,"ws","20190911-103958-plate_026",5,0
"2356","MO44",26,"ws","20190911-103958-plate_026",4,0
"2357","MO44",26,"ws","20190911-103958-plate_026",3,0.11416753
"2358","MO44",26,"ws","20190911-103958-plate_026",1,0.27059388
"2359","MO44",26,"ws","20190911-103958-plate_026",1,0.19522223
"2360","MO44",26,"ws","20190912-103958-plate_026",10,0.7385575
"2361","MO44",26,"ws","20190912-103958-plate_026",9,1.8234141
"2362","MO44",26,"ws","20190912-103958-plate_026",8,1.3704097
"2363","MO44",26,"ws","20190912-103958-plate_026",7,1.4200649
"2364","MO44",26,"ws","20190912-103958-plate_026",6,1.2565528
"2365","MO44",26,"ws","20190912-103958-plate_026",5,1.730095
"2366","MO44",26,"ws","20190912-103958-plate_026",4,1.7097659
"2367","MO44",26,"ws","20190912-103958-plate_026",3,1.5412287
"2368","MO44",26,"ws","20190912-103958-plate_026",2,1.5337123
"2369","MO44",26,"ws","20190912-103958-plate_026",1,1.2239102
"2370","GA209",31,"ww","20190911-104157-plate_031",10,0.29652643
"2371","GA209",31,"ww","20190911-104157-plate_031",9,0.38549927
"2372","GA209",31,"ww","20190911-104157-plate_031",8,0.3467078
"2373","GA209",31,"ww","20190911-104157-plate_031",7,0.26819316
"2374","GA209",31,"ww","20190911-104157-plate_031",6,0.36933908
"2375","GA209",31,"ww","20190911-104157-plate_031",5,0.64892083
"2376","GA209",31,"ww","20190911-104157-plate_031",4,0.23600477
"2377","GA209",31,"ww","20190911-104157-plate_031",3,0.43379506
"2378","GA209",31,"ww","20190911-104157-plate_031",2,0.5180902
"2379","GA209",31,"ww","20190911-104157-plate_031",1,0.7300521
"2380","GA209",31,"ww","20190912-104158-plate_031",10,3.1728861
"2381","GA209",31,"ww","20190912-104158-plate_031",9,3.5546763
"2382","GA209",31,"ww","20190912-104158-plate_031",8,3.52761
"2383","GA209",31,"ww","20190912-104158-plate_031",7,3.3933797
"2384","GA209",31,"ww","20190912-104158-plate_031",6,2.7835646
"2385","GA209",31,"ww","20190912-104158-plate_031",5,4.1757054
"2386","GA209",31,"ww","20190912-104158-plate_031",4,3.736435
"2387","GA209",31,"ww","20190912-104158-plate_031",3,3.508217
"2388","GA209",31,"ww","20190912-104158-plate_031",2,1.9145706
"2389","GA209",31,"ww","20190912-104158-plate_031",1,4.360204
"2390","GA209",33,"ws","20190911-104457-plate_033",10,0.3748713
"2391","GA209",33,"ws","20190911-104457-plate_033",9,0.41950917
"2392","GA209",33,"ws","20190911-104457-plate_033",8,0.42189047
"2393","GA209",33,"ws","20190911-104457-plate_033",7,0.29215968
"2394","GA209",33,"ws","20190911-104457-plate_033",6,0.14249614
"2395","GA209",33,"ws","20190911-104457-plate_033",5,0.780797
"2396","GA209",33,"ws","20190911-104457-plate_033",4,0.47149417
"2397","GA209",33,"ws","20190911-104457-plate_033",3,0.5088972
"2398","GA209",33,"ws","20190911-104457-plate_033",2,0.26784387
"2399","GA209",33,"ws","20190911-104457-plate_033",1,0.7701156
"2400","GA209",33,"ws","20190912-104458-plate_033",10,1.8575628
"2401","GA209",33,"ws","20190912-104458-plate_033",9,2.290468
"2402","GA209",33,"ws","20190912-104458-plate_033",8,2.0383277
"2403","GA209",33,"ws","20190912-104458-plate_033",7,1.8242812
"2404","GA209",33,"ws","20190912-104458-plate_033",6,1.5783042
"2405","GA209",33,"ws","20190912-104458-plate_033",5,3.0069466
"2406","GA209",33,"ws","20190912-104458-plate_033",4,1.8497697
"2407","GA209",33,"ws","20190912-104458-plate_033",3,2.1623435
"2408","GA209",33,"ws","20190912-104458-plate_033",2,1.7691671
"2409","GA209",33,"ws","20190912-104458-plate_033",1,2.8038692
"2410","TZI18",30,"ww","20200130-191757-plate_030",10,0
"2411","TZI18",30,"ww","20200130-191757-plate_030",9,0.5026684
"2412","TZI18",30,"ww","20200130-191757-plate_030",8,0
"2413","TZI18",30,"ww","20200130-191757-plate_030",7,0
"2414","TZI18",30,"ww","20200130-191757-plate_030",6,0
"2415","TZI18",30,"ww","20200130-191757-plate_030",5,0
"2416","TZI18",30,"ww","20200130-191757-plate_030",4,0.21777835
"2417","TZI18",30,"ww","20200130-191757-plate_030",3,0.13092183
"2418","TZI18",30,"ww","20200130-191757-plate_030",2,0.3465411
"2419","TZI18",30,"ww","20200130-191757-plate_030",1,0.51142776
"2420","TZI18",30,"ww","20200131-191757-plate_030",10,2.3079054
"2421","TZI18",30,"ww","20200131-191757-plate_030",9,4.975426
"2422","TZI18",30,"ww","20200131-191757-plate_030",7,3.1405466
"2423","TZI18",30,"ww","20200131-191757-plate_030",5,2.6176531
"2424","TZI18",30,"ww","20200131-191757-plate_030",4,4.671951
"2425","TZI18",30,"ww","20200131-191757-plate_030",3,2.8635268
"2426","TZI18",30,"ww","20200131-191757-plate_030",1,3.808103
"2427","TZI18",31,"ws","20200130-192456-plate_031",10,0
"2428","TZI18",31,"ws","20200130-192456-plate_031",9,0
"2429","TZI18",31,"ws","20200130-192456-plate_031",8,0
"2430","TZI18",31,"ws","20200130-192456-plate_031",7,0
"2431","TZI18",31,"ws","20200130-192456-plate_031",6,0
"2432","TZI18",31,"ws","20200130-192456-plate_031",5,0
"2433","TZI18",31,"ws","20200130-192456-plate_031",4,0.106338926
"2434","TZI18",31,"ws","20200130-192456-plate_031",3,0.27845323
"2435","TZI18",31,"ws","20200130-192456-plate_031",2,0.29028088
"2436","TZI18",31,"ws","20200130-192456-plate_031",1,0.40729192
"2437","TZI18",31,"ws","20200131-192457-plate_031",10,0.880244
"2438","TZI18",31,"ws","20200131-192457-plate_031",9,0
"2439","TZI18",31,"ws","20200131-192457-plate_031",8,0
"2440","TZI18",31,"ws","20200131-192457-plate_031",7,0
"2441","TZI18",31,"ws","20200131-192457-plate_031",6,0.97348714
"2442","TZI18",31,"ws","20200131-192457-plate_031",5,0
"2443","TZI18",31,"ws","20200131-192457-plate_031",4,2.2892044
"2444","TZI18",31,"ws","20200131-192457-plate_031",3,2.0569098
"2445","TZI18",31,"ws","20200131-192457-plate_031",2,2.5642643
"2446","TZI18",31,"ws","20200131-192457-plate_031",1,2.611014
"2447","TZI9",8,"ww","20200131-190958-plate_008",10,3.3566663
"2448","TZI9",8,"ww","20200131-190958-plate_008",6,1.6355525
"2449","TZI9",8,"ww","20200131-190958-plate_008",5,3.3352199
"2450","TZI9",8,"ww","20200131-190958-plate_008",4,4.355779
"2451","TZI9",8,"ww","20200131-190958-plate_008",3,4.345096
"2452","TZI9",8,"ww","20200131-190958-plate_008",2,4.087679
"2453","TZI9",8,"ww","20200131-190958-plate_008",1,4.4204035
"2454","TZI9",25,"ws","20200130-191456-plate_025",10,0
"2455","TZI9",25,"ws","20200130-191456-plate_025",9,0
"2456","TZI9",25,"ws","20200130-191456-plate_025",8,0
"2457","TZI9",25,"ws","20200130-191456-plate_025",7,0
"2458","TZI9",25,"ws","20200130-191456-plate_025",6,0.35881162
"2459","TZI9",25,"ws","20200130-191456-plate_025",5,0.5070965
"2460","TZI9",25,"ws","20200130-191456-plate_025",4,0.8067314
"2461","TZI9",25,"ws","20200130-191456-plate_025",3,0.6531896
"2462","TZI9",25,"ws","20200130-191456-plate_025",2,0.7791794
"2463","TZI9",25,"ws","20200130-191456-plate_025",1,0.6202754
"2464","TZI9",25,"ws","20200131-191456-plate_025",10,1.2572814
"2465","TZI9",25,"ws","20200131-191456-plate_025",9,1.4237418
"2466","TZI9",25,"ws","20200131-191456-plate_025",8,1.064156
"2467","TZI9",25,"ws","20200131-191456-plate_025",7,1.3317273
"2468","TZI9",25,"ws","20200131-191456-plate_025",6,1.5497608
"2469","TZI9",25,"ws","20200131-191456-plate_025",5,1.7043638
"2470","TZI9",25,"ws","20200131-191456-plate_025",4,2.5173538
"2471","TZI9",25,"ws","20200131-191456-plate_025",3,1.7370483
"2472","TZI9",25,"ws","20200131-191456-plate_025",2,2.751491
"2473","TZI9",25,"ws","20200131-191456-plate_025",1,2.2546046
"2474","PA875",28,"ww","20200213-093513-plate_028",10,0
"2475","PA875",28,"ww","20200213-093513-plate_028",9,2.2910378
"2476","PA875",28,"ww","20200213-093513-plate_028",8,0
"2477","PA875",28,"ww","20200213-093513-plate_028",7,0.8771772
"2478","PA875",28,"ww","20200213-093513-plate_028",6,0.35339102
"2479","PA875",28,"ww","20200213-093513-plate_028",5,0.6442512
"2480","PA875",28,"ww","20200213-093513-plate_028",4,0
"2481","PA875",28,"ww","20200213-093513-plate_028",3,1.3569262
"2482","PA875",28,"ww","20200213-093513-plate_028",2,0.23315616
"2483","PA875",28,"ww","20200213-093513-plate_028",1,1.5729471
"2484","PA875",28,"ww","20200214-084359-plate_028",10,0.12361259
"2485","PA875",28,"ww","20200214-084359-plate_028",9,3.1557653
"2486","PA875",28,"ww","20200214-084359-plate_028",8,0.82317215
"2487","PA875",28,"ww","20200214-084359-plate_028",7,3.2068107
"2488","PA875",28,"ww","20200214-084359-plate_028",6,1.7171099
"2489","PA875",28,"ww","20200214-084359-plate_028",5,1.1636363
"2490","PA875",28,"ww","20200214-084359-plate_028",4,3.567695
"2491","PA875",28,"ww","20200214-084359-plate_028",3,5.7810006
"2492","PA875",28,"ww","20200214-084359-plate_028",2,1.2933964
"2493","PA875",28,"ww","20200214-084359-plate_028",1,4.4103394
"2494","PA875",29,"ws","20200212-094323-plate_029",10,0
"2495","PA875",29,"ws","20200212-094323-plate_029",9,0
"2496","PA875",29,"ws","20200212-094323-plate_029",8,0
"2497","PA875",29,"ws","20200212-094323-plate_029",7,0
"2498","PA875",29,"ws","20200212-094323-plate_029",6,0
"2499","PA875",29,"ws","20200212-094323-plate_029",5,0
"2500","PA875",29,"ws","20200212-094323-plate_029",4,0
"2501","PA875",29,"ws","20200212-094323-plate_029",3,0
"2502","PA875",29,"ws","20200212-094323-plate_029",2,0.04370365
"2503","PA875",29,"ws","20200212-094323-plate_029",1,0
"2504","PA875",29,"ws","20200214-084154-plate_029",10,0
"2505","PA875",29,"ws","20200214-084154-plate_029",9,1.0672864
"2506","PA875",29,"ws","20200214-084154-plate_029",8,0.66677684
"2507","PA875",29,"ws","20200214-084154-plate_029",7,0.2914137
"2508","PA875",29,"ws","20200214-084154-plate_029",6,0
"2509","PA875",29,"ws","20200214-084154-plate_029",5,1.8695798
"2510","PA875",29,"ws","20200214-084154-plate_029",4,0.4599676
"2511","PA875",29,"ws","20200214-084154-plate_029",3,0
"2512","PA875",29,"ws","20200214-084154-plate_029",2,0.8940164
"2513","PA875",29,"ws","20200214-084154-plate_029",1,0
"2514","B77",25,"ws","20200214-083718-plate_025",10,0.43359545
"2515","B77",25,"ws","20200214-083718-plate_025",9,2.596292
"2516","B77",25,"ws","20200214-083718-plate_025",8,1.7351414
"2517","B77",25,"ws","20200214-083718-plate_025",7,0.888996
"2518","B77",25,"ws","20200214-083718-plate_025",6,1.2217355
"2519","B77",25,"ws","20200214-083718-plate_025",5,1.3311536
"2520","B77",25,"ws","20200214-083718-plate_025",4,1.4459884
"2521","B77",25,"ws","20200214-083718-plate_025",3,0.48471254
"2522","B77",25,"ws","20200214-083718-plate_025",2,3.6257226
"2523","B77",25,"ws","20200214-083718-plate_025",1,2.0396628
"2524","NC336",22,"ww","20200212-111550-plate_022",10,0
"2525","NC336",22,"ww","20200212-111550-plate_022",9,0.036363635
"2526","NC336",22,"ww","20200212-111550-plate_022",8,0.038330637
"2527","NC336",22,"ww","20200212-111550-plate_022",6,0.19582418
"2528","NC336",22,"ww","20200212-111550-plate_022",5,0.07040027
"2529","NC336",22,"ww","20200212-111550-plate_022",4,0
"2530","NC336",22,"ww","20200212-111550-plate_022",3,0
"2531","NC336",22,"ww","20200212-111550-plate_022",2,0.1943178
"2532","NC336",22,"ww","20200212-111550-plate_022",1,0.12121212
"2533","NC336",22,"ww","20200213-100105-plate_022",10,2.3205078
"2534","NC336",22,"ww","20200213-100105-plate_022",9,2.9851174
"2535","NC336",22,"ww","20200213-100105-plate_022",8,2.8242214
"2536","NC336",22,"ww","20200213-100105-plate_022",7,3.688216
"2537","NC336",22,"ww","20200213-100105-plate_022",6,3.1296208
"2538","NC336",22,"ww","20200213-100105-plate_022",5,2.8860705
"2539","NC336",22,"ww","20200213-100105-plate_022",4,3.090909
"2540","NC336",22,"ww","20200213-100105-plate_022",3,3.6852071
"2541","NC336",22,"ww","20200213-100105-plate_022",2,3.314177
"2542","NC336",22,"ww","20200213-100105-plate_022",1,3.5931165
"2543","CI31A",3,"ww","20200214-122020-plate_003",10,0
"2544","CI31A",3,"ww","20200214-122020-plate_003",9,0.08824375
"2545","CI31A",3,"ww","20200214-122020-plate_003",8,0
"2546","CI31A",3,"ww","20200214-122020-plate_003",7,0
"2547","CI31A",3,"ww","20200214-122020-plate_003",6,0
"2548","CI31A",3,"ww","20200214-122020-plate_003",5,0
"2549","CI31A",3,"ww","20200214-122020-plate_003",4,0
"2550","CI31A",3,"ww","20200214-122020-plate_003",3,0
"2551","CI31A",3,"ww","20200214-122020-plate_003",2,0
"2552","CI31A",3,"ww","20200214-122020-plate_003",1,0
"2553","CI31A",3,"ww","20200216-084144-plate_003",10,6.859165
"2554","CI31A",3,"ww","20200216-084144-plate_003",9,5.3833423
"2555","CI31A",3,"ww","20200216-084144-plate_003",8,4.37401
"2556","CI31A",3,"ww","20200216-084144-plate_003",7,5.6900687
"2557","CI31A",3,"ww","20200216-084144-plate_003",6,3.3876424
"2558","CI31A",3,"ww","20200216-084144-plate_003",5,4.177999
"2559","CI31A",3,"ww","20200216-084144-plate_003",4,6.166771
"2560","CI31A",3,"ww","20200216-084144-plate_003",3,6.0833693
"2561","CI31A",3,"ww","20200216-084144-plate_003",2,5.6369286
"2562","CI31A",3,"ww","20200216-084144-plate_003",1,5.378912
"2563","CI31A",34,"ws","20200214-121817-plate_034",10,0
"2564","CI31A",34,"ws","20200214-121817-plate_034",9,0
"2565","CI31A",34,"ws","20200214-121817-plate_034",8,0
"2566","CI31A",34,"ws","20200214-121817-plate_034",7,0
"2567","CI31A",34,"ws","20200214-121817-plate_034",6,0
"2568","CI31A",34,"ws","20200214-121817-plate_034",5,0
"2569","CI31A",34,"ws","20200214-121817-plate_034",4,0.16171713
"2570","CI31A",34,"ws","20200214-121817-plate_034",3,0.17012931
"2571","CI31A",34,"ws","20200214-121817-plate_034",2,0.13388315
"2572","CI31A",34,"ws","20200214-121817-plate_034",1,0.15757576
"2573","CI31A",34,"ws","20200216-083937-plate_034",10,0.8176253
"2574","CI31A",34,"ws","20200216-083937-plate_034",9,0.6052139
"2575","CI31A",34,"ws","20200216-083937-plate_034",8,0.6244296
"2576","CI31A",34,"ws","20200216-083937-plate_034",7,1.2604148
"2577","CI31A",34,"ws","20200216-083937-plate_034",6,0.27103853
"2578","CI31A",34,"ws","20200216-083937-plate_034",5,0
"2579","CI31A",34,"ws","20200216-083937-plate_034",4,0.38655075
"2580","CI31A",34,"ws","20200216-083937-plate_034",3,1.1062816
"2581","CI31A",34,"ws","20200216-083937-plate_034",2,0.49696967
"2582","CI31A",34,"ws","20200216-083937-plate_034",1,0
"2583","A6",22,"ww","20200214-154918-plate_022",10,0
"2584","A6",22,"ww","20200214-154918-plate_022",9,0
"2585","A6",22,"ww","20200214-154918-plate_022",8,0
"2586","A6",22,"ww","20200214-154918-plate_022",7,0
"2587","A6",22,"ww","20200214-154918-plate_022",6,0
"2588","A6",22,"ww","20200214-154918-plate_022",5,0
"2589","A6",22,"ww","20200214-154918-plate_022",4,0.2060606
"2590","A6",22,"ww","20200214-154918-plate_022",3,0
"2591","A6",22,"ww","20200214-154918-plate_022",2,0
"2592","A6",22,"ww","20200214-154918-plate_022",1,0.27905124
"2593","A6",22,"ww","20200216-084834-plate_022",10,0
"2594","A6",22,"ww","20200216-084834-plate_022",9,0.43450782
"2595","A6",22,"ww","20200216-084834-plate_022",7,0
"2596","A6",22,"ww","20200216-084834-plate_022",6,4.003344
"2597","A6",22,"ww","20200216-084834-plate_022",5,1.48122
"2598","A6",22,"ww","20200216-084834-plate_022",3,3.5433974
"2599","A6",22,"ww","20200216-084834-plate_022",2,2.8019586
"2600","A6",22,"ww","20200216-084834-plate_022",1,7.0756717
"2601","A6",33,"ws","20200214-120951-plate_033",10,0
"2602","A6",33,"ws","20200214-120951-plate_033",9,0
"2603","A6",33,"ws","20200214-120951-plate_033",8,0
"2604","A6",33,"ws","20200214-120951-plate_033",7,0
"2605","A6",33,"ws","20200214-120951-plate_033",6,0
"2606","A6",33,"ws","20200214-120951-plate_033",5,0
"2607","A6",33,"ws","20200214-120951-plate_033",4,0
"2608","A6",33,"ws","20200214-120951-plate_033",3,0
"2609","A6",33,"ws","20200214-120951-plate_033",2,0
"2610","A6",33,"ws","20200214-120951-plate_033",1,0
"2611","A6",33,"ws","20200216-085039-plate_033",10,1.4827673
"2612","A6",33,"ws","20200216-085039-plate_033",9,0.6406308
"2613","A6",33,"ws","20200216-085039-plate_033",8,0
"2614","A6",33,"ws","20200216-085039-plate_033",7,0.2568439
"2615","A6",33,"ws","20200216-085039-plate_033",6,0
"2616","A6",33,"ws","20200216-085039-plate_033",5,0
"2617","A6",33,"ws","20200216-085039-plate_033",4,0
"2618","A6",33,"ws","20200216-085039-plate_033",3,0.52584267
"2619","A6",33,"ws","20200216-085039-plate_033",2,1.5523363
"2620","A6",33,"ws","20200216-085039-plate_033",1,2.777324
"2621","A6",22,"ww","20200214-154918-plate_022",10,0
"2622","A6",22,"ww","20200214-154918-plate_022",9,0
"2623","A6",22,"ww","20200214-154918-plate_022",8,0
"2624","A6",22,"ww","20200214-154918-plate_022",7,0
"2625","A6",22,"ww","20200214-154918-plate_022",6,0
"2626","A6",22,"ww","20200214-154918-plate_022",5,0
"2627","A6",22,"ww","20200214-154918-plate_022",4,0.2060606
"2628","A6",22,"ww","20200214-154918-plate_022",3,0
"2629","A6",22,"ww","20200214-154918-plate_022",2,0
