"","inbred","condition","hours_elapsed","min","med","mean","max","sd","iqr"
"548","PA875","ww",29.1461111111111,0.12361259,2.4364376,2.524253834,5.7810006,1.78859681311388,2.2813976
"549","PA880","ws",6,0,0.486165725,0.7602935155,2.184632,0.715157467009914,0.57690094
"550","PA880","ww",6,0,0.62695095,1.1559201475,4.989662,1.27309442658519,1.017835045
"551","PA91","ws",6,0.26151484,1.3145568,1.515465463,3.0407705,1.01083962208528,1.8469392625
"552","PA91","ww",6,0.39933813,1.1448845,2.6686130735,5.6576686,2.13678179160166,3.9683788175
"553","R109B","ws",6,0.18342721,0.27931389,0.326432327,0.4808589,0.0936258389213704,0.131311415
"554","R109B","ws",36,0.48545414,0.9139162,0.89744042,1.3737311,0.24262262816794,0.2579993275
"555","R109B","ww",6,0.266942,0.43546957,0.503008407,0.96171796,0.193976210873387,0.1639808975
"556","R109B","ww",36,0.7619594,1.875532,2.27196069,4.287273,1.27251983430061,1.8294128
"557","R229","ww",6,0,3.13919495,15.335732302,56.58267,19.2868859211821,27.387459715
"558","R4","ws",6,0.16464336,0.459046525,0.433673075,0.72281957,0.179429044477418,0.2611761075
"559","R4","ws",35.9997222222222,0.6997266,1.5743832,1.396184576,1.7717266,0.379206236418712,0.5242994
"560","R4","ww",6,0.23914447,0.529787475,0.583624182,1.0873215,0.287266820019828,0.39378774
"561","R4","ww",36,0.49694055,2.10049485,2.152319862,3.605669,1.14708235812898,1.790887875
"562","SA24","ws",6,0,0,0.058161207,0.33027753,0.107252139950516,0.0513000475
"563","SA24","ws",32.4547222222222,0.73244107,1.66859195,1.590676527,2.1973922,0.496434975008245,0.702540925
"564","SA24","ww",6,0,0,0.0570667784444444,0.23294106,0.0906349971300605,0.114056066
"565","SA24","ww",30.0044444444444,1.0810305,2.23989725,2.33849211,3.5189352,0.844318608372535,1.280214975
"566","SC213R","ws",6,0,2.248741,1.70310669,3.3014374,1.20152379226607,1.627865385
"567","SC213R","ww",6,0,1.7926216,1.86879650875,4.7523823,1.48547059462794,1.3888395575
"568","SC357","ws",6,0.14993112,0.950678765,1.222781053,2.840076,0.833336852296742,0.972505325
"569","SC357","ww",6,0.4287497,1.4238869,2.036756663,4.9057207,1.50269163322849,2.485913275
"570","SC55","ws",6,0.58427536,0.9631841,0.918309236,1.3220448,0.236473094292548,0.285113
"571","SC55","ws",30,1.1525314,1.9529323,1.91640248,2.5241652,0.476190061421888,0.604390925
"572","SC55","ww",6,0.9269438,1.33445805,1.27192186,1.4991889,0.222415564307897,0.3845186
"573","SC55","ww",30,2.3120325,4.7043945,4.32659181,5.428999,1.02835754464537,1.452583725
"574","SD40","ws",6,0.5491541,1.49883955,1.7884587655,4.037922,0.855970895422606,1.2578333
"575","SD40","ww",6,0.914248,1.5689624,2.73047903,5.8483963,1.74500239409168,2.9401587
"576","SD44","ws",6,0.7934572,1.3655922,1.42343486,2.0200577,0.385535033121376,0.457231025
"577","SD44","ws",30,2.128225,2.49505685,2.59577534,3.216937,0.383930665937586,0.542228025
"578","SD44","ww",6,1.2474325,1.63893725,1.62802856,1.8503385,0.195592398143913,0.275973075
"579","SD44","ww",30.0013888888889,3.1908371,4.44096115,4.40062283,5.231035,0.595145963854557,0.52717465
"580","SG18","ws",6,0,0,0.070175832,0.34708807,0.112463104239543,0.117140525
"581","SG18","ws",36,0,1.4787609,1.178420465,2.051193,0.751649987933487,1.2766645475
"582","SG18","ww",6,0,0.131543635,0.135648475,0.3651686,0.140034591483974,0.2463308375
"583","SG18","ww",36,0,1.51022315,1.52190088,3.5113902,1.21475291637856,1.6485788
"584","T232","ws",6,0,0.264843135,0.587554077,2.4148593,0.726787518178563,1.11072695
"585","T232","ww",6,0,0.519432025,1.2171343625,4.23077,1.43110999703646,2.458799375
"586","T234","ws",6,0.69781125,1.23369425,1.366642625,2.3703377,0.505284225907344,0.519426825
"587","T234","ww",6,50.166157,56.386503,58.6250265,75.54195,8.08133876785773,11.2106115
"588","T234","ww",34.2011111111111,70.290634,86.5855,87.0213525,110.29304,12.5975553159892,9.64699950000001
"589","T8","ws",6,0.14196831,0.694398515,0.593709144,0.9010815,0.288481962804144,0.427079255
"590","T8","ws",30,1.2522218,1.9030218,1.96672277,2.771243,0.536920599879844,0.972896975
"591","T8","ww",6,0,0.73065067,0.648645566,1.324225,0.452797542915688,0.622418665
"592","T8","ww",30,2.625005,3.99974155,3.84351198,5.1271067,0.851936760675668,1.2825222
"593","TX303","ws",6,0,0,0.274520285,1.9241475,0.606068109559693,0
"594","TX303","ww",6,0,0,0.412291494736842,2.0515192,0.744373480988676,0.45785795
"595","TZ18","ws",6,0,0,0.038448417,0.38448417,0.121584570147938,0
"596","TZ18","ws",36,0,0.25127767,0.43896667,1.3031152,0.513548529647477,0.69781512
"597","TZ18","ww",6,0,0,0.009772433,0.09772433,0.0309031465613923,0
"598","TZ18","ww",36,0,0.19733171,0.621515659,2.1023774,0.754659922500942,1.0602547125
"599","TZI10","ww",6,0,1.3261101,1.5240889378,4.0297937,1.20635093563418,1.304861745
"600","TZI11","ws",6,0.11570438,0.74323195,0.681908616,1.0829695,0.326441493103247,0.407062755
"601","TZI11","ws",30,0.82889086,2.23294135,2.165760056,3.0310652,0.692327667875786,0.925409975
"602","TZI11","ww",6,0.084708415,0.81056711,0.8383818115,2.0343513,0.624065395027958,0.6110502225
"603","TZI11","ww",30.0002777777778,3.294125,4.760629,4.4900934,5.68081,0.876937311773192,1.5191291
"604","TZI16","ws",6,0,0.28005751,0.251108898,0.42162386,0.142724775856443,0.0582135349999999
"605","TZI16","ws",35.9825,0.52210766,1.3560137,1.51981292,2.5428352,0.761921600900494,1.402768375
"606","TZI16","ww",6,0,0.249985115,0.229774762,0.45109802,0.153639823282545,0.1532259025
"607","TZI16","ww",35.9922222222222,0,1.64773735,1.99744961,4.18586,1.52329341485999,2.4071411
"608","TZI18","ws",6,0,0,0.1082364956,0.40729192,0.157000522318112,0.235424654
"609","TZI18","ws",30.0002777777778,0,0.92686557,1.137512364,2.611014,1.13760680316759,2.23113075
"610","TZI18","ww",6,0,0.065460915,0.170933744,0.51142776,0.212579160410392,0.3143504125
"611","TZI18","ww",30,2.3079054,3.1405466,3.48358741428571,4.975426,1.0309642205298,1.49943705
"612","TZI25","ws",6,0.2235041,0.955771265,1.454987202,3.7317011,1.07634123380614,1.41095047
"613","TZI25","ww",6,0.2610989,2.940582,3.5351875235,6.814534,2.68115720690226,5.16973415
"614","TZI9","ws",6,0,0.43295406,0.372528392,0.8067314,0.344392044852932,0.64496105
"615","TZI9","ws",30,1.064156,1.6270623,1.75915288,2.751491,0.565930929229601,0.7704846
"616","TZI9","ww",6,1.6355525,4.087679,3.6480566,4.4204035,1.00078888628366,1.0044944
"617","VA102","ws",6,0.10414902,0.370782865,0.370868783,0.634896,0.183119153958342,0.2937997375
"618","VA102","ws",45.1594444444444,1.3971905,2.7939352,2.66685228,3.7612658,0.763033273288281,1.21108125
"619","VA102","ww",6,0.9832206,3.1194106,2.85358002,3.9158523,0.940342720237265,1.111379025
"620","VA14","ws",6,0,0.049289425,0.231607287,0.6580886,0.292501941916649,0.541483335
"621","VA14","ws",35.9997222222222,0.066199936,1.8465276,1.5193996026,2.8600442,1.0148247985438,1.41139739
"622","VA14","ww",6,0,0.08354673,0.211145174,0.89889985,0.298746766016765,0.2854890525
"623","VA14","ww",32.0841666666667,0.33547366,2.3091304,1.968382846,3.5937448,1.05437946915062,1.280618
"624","VA17","ws",6,0.85583824,0.98393322,1.087202566,1.4649162,0.237050809978038,0.38254504
"625","VA17","ws",36,0.88343483,3.7615322,3.376668963,4.0254183,0.952674740524555,0.684062625
"626","VA17","ww",6,0.88336635,1.438259,1.434023285,2.0818622,0.379722117522479,0.562941075
"627","VA17","ww",36,1.4058325,4.40103735,4.63813447,8.50224,2.29835239951911,3.133037125
"628","VA26","ws",6,0,0.436304975,0.6841232505,2.0646255,0.652640492068893,1.1592287075
"629","VA26","ww",6,0,0.56788419,1.1869189055,4.2503586,1.44833648240258,1.998936
"630","VA35","ws",6,0.12491084,0.421553885,0.419509923,0.74744743,0.211088249552892,0.274597585
"631","VA35","ws",36,0.9810743,1.7913609,1.73214863,2.4729073,0.558915879603213,1.0472277
"632","VA35","ww",6,0,0.603982815,0.531189705,0.8761295,0.295034093291756,0.44999158
"633","VA35","ww",36,1.709284,4.943734,4.59238037777778,7.3560286,1.79834547304677,1.5783224
"634","VA59","ws",6,0,0.588745125,0.7876660355,2.0518484,0.78326124871319,1.484087825
"635","VA59","ww",6,0,0.57747253,0.910716808,3.603418,1.02769270303212,1.685451325
"636","VA85","ws",6,0.37724346,0.93248934,1.04609007157895,1.7628907,0.467693528540248,0.811331215
"637","VA85","ww",6,0.36366403,1.35115175,2.554361132,6.5843143,2.11744132874669,3.4949744175
"638","VAW6","ws",6,0.16998257,0.7373928,0.833220609,1.8702326,0.558042537631255,0.7654214675
"639","VAW6","ww",6,0.25847685,0.6127286,0.588378227777778,0.8143534,0.204484919762973,0.29688873
"640","W117HT","ws",6,0,0.4805312,0.413469372,0.8131156,0.272147778607392,0.3392470575
"641","W117HT","ws",36,0,0.959046,1.188042371,2.6189106,0.959705306912407,1.4729983525
"642","W117HT","ww",6,0,0.49415305,0.496445792,1.4731761,0.414947174403947,0.30602238
"643","W117HT","ww",36,0,1.2972566,1.85252903,5.004583,1.6305989971049,2.18965705
"644","W22","ws",6,0,0.536897125,0.7017514485,2.3195782,0.595252439997488,0.484051545
"645","W22","ww",6,0,0.85801797,1.53187890225,3.8971763,1.28625465384116,1.866870805
"646","W64A","ws",6,0.3053882,0.5679037,0.547198366,0.68108016,0.100258150863567,0.085651375
"647","W64A","ws",29.9997222222222,0.98995507,2.02832805,1.877674127,2.3737648,0.509598219432539,0.795400075
"648","W64A","ww",6,0.3343009,0.7176688,0.69461737,0.98280174,0.197232769255035,0.1954815025
"649","W64A","ww",30.0005555555556,2.3549712,3.8880714,3.7029993,4.5514402,0.686225601401324,0.9563508
"650","WD","ws",6,0.5303343,0.91793548,0.895764772,1.2276337,0.234310463265743,0.37617173
"651","WD","ww",6,0.15947384,0.557087665,0.504026367,0.88960224,0.250392549032498,0.24536792
"652","WD","ww",34.3502777777778,0.946566,1.64274285,1.862531405,3.1790745,0.902581497952165,1.5982084
"653",NA,NA,NA,Inf,NA,NA,-Inf,NA,NA
