,inbred,rootbot_date,scored,source,earliest_scored_plate,condition,cassette,uid,image,replicate,root,length,vector_length,surface,volume,direction,diameter,root_order,root_ontology,parent_name,parent,insertion_position,insertion_angle,n_child,child_density,first_child,insertion_first_child,last_child,insertion_last_child,file,image_date,image_datetime,exp_group,min_datetime,delta_datetime,hours_elapsed
1,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,10, 4bda0d13-c81d-4903-8aa3-c58007263178,1.3001398,1.3001398,2.9116642,0.5190509,278.6783571,0.71191955,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
2,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,9, a609fd84-5401-444b-b3d9-5afb2dca2806,1.726452,1.726452,3.8722045,0.6921397,271.4896376,0.7133729,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
3,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,8, 20b05f1d-824c-4fcf-bf8f-0d95961f2db5,0,0,0,0,NA,0.30564418,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
4,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,7, f208b4a1-c95d-4e13-9e57-8de26fa27316,2.0416455,2.0416455,3.2267754,0.48537344,278.1465312,0.4925425,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
5,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,6, e69aa8ae-4db6-44b1-98d6-dd0b36a60371,0,0,0,0,NA,0.37368813,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
6,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,5, b99bf37d-c2e3-4624-83e8-df507d8434e8,0,0,0,0,NA,1.6645422,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
7,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,4, 6ec64cfc-acfa-4288-b0a0-8f06ca1c6bac,0,0,0,0,NA,0.23777604,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
8,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,3, 3329b8d7-1000-4ddb-bda2-350b2c9625af,2.5873363,2.5873363,3.5896952,0.39632583,270.3599517,0.44162616,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
9,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,1, b739e60b-c92e-4855-bd1b-a667a64f8bb9,2.4521086,2.4521086,4.2058806,0.60500133,315.7478428,0.5434206,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
10,R229,10/17/2018,TRUE,,6,ww,2,1,20181017-104022-plate_002,1, 45b1e3d6-4fc9-48b0-ab7d-1d12849e1835,3.6910536,3.6910536,13.018123,3.6827633,263.6598093,1.1209521,0, Primary root,-1,-1,-0.06793478,-57.29577951,0,0, null, null, null, null,20181017-10422-plate_002.csv,10/17/2018,10/17/2018 10:40,1,10/17/2018 10:40,0,6
11,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,10, e3008c62-a6f6-43e1-bb20-591f6637b79e,0,0.58916974,2.8787968,1.1193516,12.95626609,1.5553137,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
12,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,9, 9956e989-a935-450f-96cd-4fcd18a1c695,1.0877752,28.704433,139.09924,53.51207,292.4552584,1.5388169,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
13,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,8, d9bdf860-4209-4f3c-bd2c-2ef17842e64d,1.9712337,23.361494,9.512975,0.5257316,236.3179883,0.15639512,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
14,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,7, ac4c34b1-2bab-47b7-929b-f0d4c609375e,2.1212764,27.3577,50.311607,12.911186,246.5219084,0.54049104,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
15,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,6, 1399ba7d-a3c4-4f39-af03-e3ca87b3b205,4.437708,54.62594,36.696186,1.8938631,274.6250223,0.20643705,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
16,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,5, f1237de1-da26-4f05-bf8e-6a6a5ca85b51,2.3376646,33.78671,11.933358,0.5341391,298.1335772,0.1470296,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
17,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,4, ac7f772c-566f-4dbf-b82b-9fc143a474c2,0.27812833,3.9352825,1.1605717,0.027236931,253.8652907,0.09387419,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
18,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,3, ee869d3a-b611-480c-8e70-cc5b9d0daaef,3.5610754,45.210747,83.480606,12.142643,272.6126846,0.58181864,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
19,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,2, d99ae253-12ba-446a-a77b-341d0b200499,1.5445843,17.13831,41.632763,7.8150663,267.9638393,0.75085735,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
20,R229,10/17/2018,TRUE,,6,ww,2,1,20181019-103959-plate_002,1, d4cf5ac4-f061-421c-8d53-8401d77ad910,5.5326724,70.21003,63.745167,7.4938526,244.5716982,0.44734704,0, Primary root,-1,-1,-0.037537538,-57.29577951,0,0, null, null, null, null,20181019-103959-plate_002.csv,10/19/2018,10/19/2018 10:39,2,10/19/2018 10:39,0,6
21,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,12, 8023ff66-e6e3-4cf7-a55d-69f8664880d0,0.006380429,0.006380429,8.09E-05,8.17E-08,271.3772673,0.003665622,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
22,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,11, 1d812cb8-ffdc-4bb0-a8a1-bc06d802ab37,0,0,0,0,NA,0.003079412,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
23,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,10, f4615734-0ba2-45b1-9fba-2754fd4b8e9b,0.006298914,0.006298914,0.000143157,2.04E-07,271.6771946,0.005866048,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
24,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,9, 3bce247d-3770-4832-ade9-1d74ba7ef8e4,0.003500453,0.003500453,1.29E-05,3.80E-09,230.1195643,0.001173229,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
25,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,8, da4671f0-cbd0-4338-8227-cc55510c7ba9,0.003677334,0.003677334,4.01E-05,3.36E-08,270.1338724,0.003373231,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
26,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,7, 7f75b2ac-2e93-4061-8890-c6c6beef307f,0,0,0,0,NA,0.002199319,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
27,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,6, e0d64e92-9c42-4fc3-b1f8-8b17c23b228b,0,0,0,0,NA,0.001612957,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
28,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,5, bb0b9c77-0324-4c82-89b5-57ce0686201f,0.003944155,0.003944155,1.20E-05,3.26E-09,273.1060702,0.000953075,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
29,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,4, ba8269d3-4b63-45b2-96bb-67acd9c0cf53,0.005060887,0.005060887,1.29E-05,2.94E-09,270.3371935,0.00080659,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
30,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,3, 2c52eb19-dfd9-419f-8ee8-efe84fce30aa,0.003797006,0.003797006,0.000196044,2.79E-07,270.5725891,0.009090694,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
31,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,2, 94a79778-f27b-46ce-8618-080d0622ce29,0.007381558,0.007381558,0.000237844,5.43E-07,272.0866508,0.009531391,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
32,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181101-143057-plate_002,1, bd80bb66-7784-4926-9817-73908762a110,0.006598158,0.006598158,7.63E-05,7.02E-08,248.8346105,0.003665307,0, Primary root,-1,-1,-0.000293255,-57.29577951,0,0, null, null, null, null,20181101-143057-plate_002.csv,11/1/2018,11/1/2018 14:30,4,11/1/2018 14:30,0,6
33,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,12, b0c2fde5-b93c-4c05-ba15-1682f45a5efa,0.054666605,0.05359156,0.000181303,5.05E-08,281.3967997,0.001147755,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
34,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,11, e5546885-7e4a-47ef-9e1c-28caba846828,0.090262875,0.090262875,0.001316088,1.53E-06,283.7340904,0.004641128,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
35,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,10, 766d9ffb-e543-487e-9fbf-c845fd694c78,0.0438579,0.040280674,0.000900229,1.50E-06,324.8250002,0.007335258,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
36,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,9, 8588d1c3-d0c1-4334-948a-b5ceb99b7d94,0.04972849,0.03803961,0.000767057,9.67E-07,177.055729,0.004839947,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
37,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,8, bb675cd6-10bc-4804-a00b-e4bbb86f426e,0.091484666,0.07576987,0.00062504,3.43E-07,206.219462,0.002095753,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
38,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,7, 8e4ab492-f8ce-464b-9bc8-a64a10f246a4,0.11251783,0.11251783,0.002810046,6.96E-06,257.8354611,0.007934697,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
39,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,6, 1e5beba7-3f77-4ec2-84be-bea44eb52770,0.12085847,0.12085847,0.000625271,3.03E-07,262.9799049,0.001646721,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
40,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,5, c6434184-6183-451c-9e3b-e4815aca3253,0.035094734,0.035094734,0.000528127,6.33E-07,300.3804635,0.004790082,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
41,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,4, 3f091d0a-27a5-4575-8b3d-1b79a91fca13,0.07372388,0.07372388,0.002844678,8.82E-06,328.1851255,0.012276483,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
42,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,3, 7fdd23fb-c016-4a08-9861-260a48845c34,0.050855536,0.050855536,0.000454775,3.82E-07,308.1345041,0.002844069,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
43,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,2, 7a7be7fe-cf78-4a28-b567-fa300389c557,0.09643649,0.09643649,0.004757928,2.24E-05,307.7113875,0.015569624,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
44,CI31A,10/30/2018,TRUE,2017MO,6,ww,2,3,20181103-083057-plate_002,1, a4a23b24-f3fd-45ca-9c4a-7e582ede3aa4,0.15046248,0.13128503,0.000385872,8.79E-08,223.5101678,0.000727085,0, Primary root,-1,-1,-0.000299401,-57.29577951,0,0, null, null, null, null,20181103-083057-plate_002.csv,11/3/2018,11/3/2018 8:30,5,11/3/2018 8:30,0,6
45,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,12, a5d785e0-fbda-443c-95ad-3871a0500ec8,0,0,0,0,NA,0.000324675,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
46,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,11, 29e388c1-58fb-4ae2-bc86-c1a5e691f8ad,0.009823065,0.009823065,2.00E-05,3.32E-09,262.9737304,0.000649477,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
47,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,10, 18993b1a-ef2f-43a4-851e-39a2beb41f2f,0,0,0,0,NA,0.004707301,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
48,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,9, e8f83735-5f79-4833-9628-40770e3ff538,0.006881067,0.006881067,6.93E-05,5.82E-08,260.747963,0.003084285,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
49,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,8, 25db38ec-c5d8-4fef-b8b4-07f67d381dfb,0,0,0,0,NA,0.011202021,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
50,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,7, 038fd565-0f0c-488f-b2af-4a9c22b26a5a,0.007823001,0.007823001,2.00E-05,4.26E-09,240.5790155,0.00081178,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
51,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,6, 64aa5e6a-2865-4883-8cee-41135e131c5f,0.004906523,0.004906523,3.90E-05,2.48E-08,307.9754427,0.002515665,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
52,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,5, d089e798-c0e3-46e0-97aa-1ed1fd16b402,0.007803822,0.007803822,0.000185313,3.13E-07,315.1639982,0.006818318,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
53,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,4, 6f36cbb9-daa7-429c-9f9f-6ea689a2ebd0,0.012387803,0.012387803,0.000223041,3.23E-07,270.0542597,0.005682484,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
54,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,2, 23ebc1f7-88dd-43b4-b976-2edadf0e1b69,0,0,0,0,NA,0.007305335,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
55,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181101-203557-plate_007,1, 8f46a192-02a2-4ca9-991c-ed5095828c10,0.013770659,0.013770659,0.000155379,1.46E-07,265.685862,0.003571544,0, Primary root,-1,-1,-0.000324675,-57.29577951,0,0, null, null, null, null,20181101-203557-plate_007.csv,11/1/2018,11/1/2018 20:35,4,11/1/2018 20:35,0,6
56,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,12, b3288845-b702-4f04-91b7-f77c7827d84b,1.0248405,0.5785875,0.054974332,0.000238453,239.4080752,0.01675901,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
57,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,11, 8b3dfc11-164f-4113-a616-4e7c16036a9d,1.7480446,1.7327186,0.06614136,0.000316207,291.458324,0.014457718,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
58,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,10, fa74aa0a-1949-463d-b652-6b990230006f,1.019452,0.9911795,0.09997699,0.001091636,289.0820193,0.03614111,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
59,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,9, fb067395-a3b2-48a4-a954-0c08284744e9,1.461201,1.4540818,0.13467176,0.001118464,248.7144265,0.033516653,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
60,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,8, d113e850-665f-48f4-a267-d9ab79034f34,0.7653655,0.57435745,0.13928942,0.002191417,167.3465605,0.057173725,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
61,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,7, 34faaece-cf35-4795-8086-fd42c3d837be,0.4961288,0.4961288,0.2611999,0.010944452,270.3103098,0.16757724,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
62,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,6, 88fda1cb-e35b-418a-bf21-6970acbb62e1,1.0382231,0.5741098,0.05868965,0.000314908,220.3493885,0.018729936,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
63,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,5, 2dfd9fc2-a142-474b-868f-7a196f29b677,1.5654213,1.5142449,0.030544672,6.67E-05,260.6910812,0.007393272,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
64,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,4, bb2709b7-4cce-4299-8ac9-dd4c7dfc7bf0,0.8580174,0.481142,0.022207424,5.76E-05,201.6278946,0.007887844,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
65,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,3, 30ba6c51-6960-4a8d-a3b0-aedc52fabee8,1.1407421,0.8556467,0.03612122,0.000151297,234.0141928,0.009462877,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
66,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,2, 5de1293f-c45b-49af-8e7b-73f2366bea59,1.2638187,1.1915917,0.289702,0.005328655,239.3797982,0.07689402,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
67,CI31A,10/30/2018,TRUE,2017MO,6,ws,7,4,20181103-143557-plate_007,1, 4c0aa17c-1925-485a-8f50-29e104241400,1.4956031,1.4956031,0.19455652,0.002038323,262.5585369,0.041406978,0, Primary root,-1,-1,-0.003943218,-57.29577951,0,0, null, null, null, null,20181103-143357-plate_007.csv,11/3/2018,11/3/2018 14:35,5,11/3/2018 14:35,0,6
68,CML61,10/30/2018,TRUE,2017MO,6,ww,6,5,20181101-140057-plate_006,12, 43b0a7d8-205b-479c-9723-49da07c24263,0,0,0,0,NA,0.007097051,0, Primary root,-1,-1,-0.000315457,-57.29577951,0,0, null, null, null, null,20181101-140057-plate_006.csv,11/1/2018,11/1/2018 14:00,4,11/1/2018 14:00,0,6
69,CML61,10/30/2018,TRUE,2017MO,6,ww,6,5,20181101-140057-plate_006,11, c594b455-0632-44f1-b4d7-bf7ee0f792e0,0.006847081,0.006847081,2.04E-05,5.22E-09,272.5158326,0.000946401,0, Primary root,-1,-1,-0.000315457,-57.29577951,0,0, null, null, null, null,20181101-140057-plate_006.csv,11/1/2018,11/1/2018 14:00,4,11/1/2018 14:00,0,6
70,CML61,10/30/2018,TRUE,2017MO,6,ww,6,5,20181101-140057-plate_006,10, 1ddbf862-24c2-4b94-83da-cd4a7ced2cc5,0.008488089,0.008488089,9.21E-05,8.73E-08,233.7966923,0.003312013,0, Primary root,-1,-1,-0.000315457,-57.29577951,0,0, null, null, null, null,20181101-140057-plate_006.csv,11/1/2018,11/1/2018 14:00,4,11/1/2018 14:00,0,6
71,CML61,10/30/2018,TRUE,2017MO,6,ww,6,5,20181101-140057-plate_006,9, 0bcde97b-08ee-4df3-a644-6561cf7ef39a,0,0,0,0,NA,0.003944221,0, Primary root,-1,-1,-0.000315457,-57.29577951,0,0, null, null, null, null,20181101-140057-plate_006.csv,11/1/2018,11/1/2018 14:00,4,11/1/2018 14:00,0,6
