"","inbred","rootbot_date","scored","source","earliest_scored_plate","condition","cassette","uid","in_meta","image","root","vector_length","surface","volume","direction","diameter","root_order","root_ontology","parent_name","parent","insertion_position","insertion_angle","n_child","child_density","first_child","insertion_first_child","last_child","insertion_last_child","file","in_df"
"183","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190502-135501-plate_noQR"," a18d0d07-6d89-4199-bad3-a02c181ce4dc",0.121798955,0.008558593,5.3395845e-05,307.024816928484,0.022223005,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190502-133501-plate_002.csv",TRUE
"184","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190502-135501-plate_noQR"," 151a07f3-d0f8-4990-a8b5-ed9e1da73c5f",0,0,0,NA,0.030553233,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190502-133501-plate_002.csv",TRUE
"185","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," dfdd65b1-86ed-43a5-93eb-a94ad9428264",3.7830052,0.26011196,0.0015382882,300.164629567636,0.017774181,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"186","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," e3612ec3-f70f-47d7-862c-739002bb3f89",0,0,0,NA,0.058315173,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"187","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," 6d9f72e7-f085-483c-b1f8-f824a6a4fa84",5.306912,0.9687162,0.021685064,218.129658993958,0.04954093,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"188","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," 2833070b-2af8-4c28-adb8-6b6fd3a16ff6",3.7759085,1.2430692,0.035682604,194.61688304035,0.10675196,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"189","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," 0ce0be5e-e732-40be-b382-df90b0176077",6.1686974,2.1533704,0.065729596,219.681218426196,0.09643394,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"190","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," 8acbe528-4249-4e98-8c90-0d28d1025e1e",4.803827,1.7823701,0.051969837,242.143265398645,0.11624792,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"191","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," fc40d400-61c1-41aa-8e7f-3b20e217f061",3.765967,0.69046825,0.031522114,314.924231231927,0.09389086,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"192","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," adad30b5-71de-4e68-9c2f-f967abe66543",3.4252775,0.9958778,0.06350281,305.429421342152,0.18518391,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"193","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," a63ef362-fc3a-4edc-b0d5-d8c56ee018eb",4.494968,0.9343859,0.045983143,113.21871149356,0.068649255,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"194","E2558W",NA,NA,NA,NA,NA,NA,NA,FALSE,"20190503-184559-plate_noQR"," d4fa58be-5936-4a92-bcea-d9c7726b4b20",3.147813,1.195666,0.036569703,311.203745228751,0.09073742,0," Primary root","-1","-1",-0.0055555557,-57.2957795130823,0,0," null"," null"," null"," null","20190503-184559-plate_002.csv",TRUE
"195","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," 7ce0940c-061f-4b8e-9994-9e360032ad40",0,0,0,NA,0.14695539,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"196","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," 6969e81b-30ec-403f-9c91-03b6a7761851",0.16411349,0.049909808,0.0012091027,248.063372842889,0.0939303,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"197","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," 727290c4-2738-4234-a30a-879928904ae2",0,0,0,NA,0.007573896,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"198","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," b7c494d5-3bbf-4af4-a755-e1d07f004b79",0.047508325,0.0093042245,0.00012854657,238.545832083556,0.05758154,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"199","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," 00ed92d6-c2b9-4410-89d9-96f38d1269c3",0.15479134,0.021696657,0.00026486325,274.937353188951,0.04393978,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"200","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," 3768c442-ded5-4b2a-96ba-67fa74e8f9ec",0,0,0,NA,0.14850734,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"201","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," eabc0e69-b6c8-44cf-95e9-130305203fb4",0,0,0,NA,0.019698976,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"202","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," b949e6b7-d57a-4db2-872c-d7960fcd2eb9",0.09477033,0.020274173,0.0003404763,285.814484083709,0.066669576,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"203","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," b6926426-9897-47a2-83cb-813a2747824a",0.19420272,0.020387389,0.0001789332,277.727676710198,0.0333341,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"204","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190509-195058-plate_008"," c97dd770-1e0d-4227-ab23-dfbaf9799494",0,0,0,NA,0.050004136,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195058-plate_008.csv",TRUE
"205","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 64ccef7f-001d-40fd-8a47-c0f555157b70",0.08922878,0.014151019,0.00018035529,270.833283761987,0.048499327,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"206","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 4ce83e2c-dbae-41c3-ad42-029951abad6c",0,0,0,NA,0.03637278,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"207","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 5f7aaf36-b15d-4bde-9c45-22c05bd80fb3",0.089965485,0.010291839,0.0001033253,271.127582952944,0.03484779,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"208","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," ed139666-096b-4781-b635-a7e7bfddf267",0,0,0,NA,0.05605475,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"209","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 761c997f-9a58-4447-a0bd-1fa2a2e28a86",0,0,0,NA,0.003030303,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"210","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 9dcab380-2f8a-47ff-b521-b714afdcd38d",0.14663549,0.03547201,0.0006978402,242.835983184268,0.074160405,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"211","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 27c40fa3-fbaa-460c-a581-274b3ec56888",0,0,0,NA,0.13788617,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"212","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," ada9dd9c-fd93-475f-9883-828bf954f809",0,0,0,NA,0.21967447,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"213","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 74fade99-1e45-4577-9ce7-345f9fdb201e",0.22941965,0.014198638,7.046665e-05,276.901551669706,0.019698285,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"214","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190509-195557-plate_009"," 5d199481-87cb-4f6b-ba79-abf96cadc4d2",0.30322808,0.00865983,1.9862277e-05,284.643133961809,0.009090435,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190509-195557-plate_009.csv",TRUE
"215","CI2AA",NA,NA,NA,NA,NA,2,NA,FALSE,"20190510-185057-plate_002"," 1f29abee-9997-41d2-9262-e80a2d46477c",5.347769,2.1342819,0.1787698,264.317611142875,0.12667581,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-185057-plate_002.csv",TRUE
"216","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," db4ad915-0309-4482-b9d7-ba51fe1cb3e5",2.1012914,0.25361457,0.00844799,244.592981046362,0.068922795,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"217","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," 69e6ef48-ca26-4d73-a3ca-015fa2968479",3.1423712,0.307609,0.003927027,283.670870193836,0.03969436,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"218","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," 181b7653-138a-48ce-932d-3ef35c35973b",0,0,0,NA,0.15905735,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"219","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," 36ba9b40-4d66-4834-bbb9-4cbb8c1a8606",0.41055524,0.30331838,0.017833548,261.212306617864,0.2348524,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"220","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," 61a876e2-aef5-4633-b49f-abb972b47fca",2.153689,0.10779136,0.0005990639,301.006928496082,0.014284962,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"221","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," 45fedc8a-bbe1-49a5-904f-274355c6f263",2.1634324,0.053792827,0.00011878301,289.210262893743,0.0072742873,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"222","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," 70bb37c3-eef7-4d0d-a133-34d1b9ecb070",0,0,0,NA,0.12730412,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"223","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," d4ab96dc-52e0-4d84-a375-c191fca929b1",3.4973176,0.13610233,0.00041135916,280.635534126682,0.011903549,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"224","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," 826d1340-6c87-47e0-ae55-33a94422591b",2.9721072,0.18180281,0.0013017169,291.643039672318,0.024622882,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"225","KY226",NA,NA,NA,NA,NA,8,NA,FALSE,"20190510-195057-plate_008"," ca18fde1-e47a-4597-8b1f-f0fff5e08d70",1.2649693,0.042113144,0.00015657485,268.110169302173,0.0141409505,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195057-plate_008.csv",TRUE
"226","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," 21989909-856b-485e-a802-947816046a4f",0,0,0,NA,0.30602947,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"227","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," cb893b50-9e31-4772-9ff1-aa6b78348f5e",0,0,0,NA,0.39689946,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"228","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," 023d9f5d-2e09-4dc8-be14-fdb02a569a23",0,0,0,NA,0.042414937,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"229","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," 37db3bc5-e2d2-40f3-9d83-a9098651c207",0,0,0,NA,0.43336824,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"230","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," 7a353501-9c9f-499b-81a7-4597dfa3a69f",0.92455924,0.0523765,0.00027874537,246.420548422961,0.019464152,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"231","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," d8c20804-ad31-47c1-b2f7-2cdbf1bd9105",0,0,0,NA,0.0954835,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"232","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," 7d8be88c-3a32-4e49-b8b2-5add5022173e",0,0,0,NA,0.16061461,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"233","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," 2449f468-a864-4e49-bb91-32732ab853e8",0,0,0,NA,0.02575482,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"234","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," e8333894-6018-4a39-b2b2-3d8f3d845e35",1.7382742,0.40172935,0.009104867,266.837131323909,0.073230095,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"235","KY226",NA,NA,NA,NA,NA,9,NA,FALSE,"20190510-195557-plate_009"," c853b6c3-5163-4c1f-b544-84f2a36713fc",1.5516505,0.060912002,0.0002412213,276.340492610525,0.014243387,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190510-195557-plate_009.csv",TRUE
"236","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," 14f4ec59-03cc-4ea1-bd72-715560bf6641",0.24907854,0.024987068,0.00022737772,255.30577758969,0.03181705,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"237","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," 3e66dd38-a47c-4343-ad3b-3c8d57b10272",0.61371475,0.0181666,4.479473e-05,264.501179307008,0.00681928,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"238","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," e6214612-e780-480d-8d69-53f55d0d2680",0.6453613,0.066123225,0.0006855299,271.205283184942,0.032579657,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"239","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," 7618ca0d-6be3-4fa8-9ddc-245add6e7ff4",0.74813634,0.63090324,0.04404293,251.276184545436,0.26514345,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"240","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," c5b44b99-715b-450f-af7b-ed3aa4151fcd",0.3571362,0.07307834,0.0011673592,262.139600420341,0.05201648,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"241","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," 446065a2-23ed-4de9-9f36-d572b6d004c1",0.9280433,0.1767482,0.002589563,249.078202349769,0.057083678,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"242","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," ef590ab3-928d-43d7-a7ec-81d51c3707b5",0.17273726,0.019793201,0.00018777502,297.108229197082,0.036360595,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"243","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," a58c20ed-d280-483e-8ab2-31b9a504c014",0.5388265,0.12055301,0.002147565,260.546308532274,0.07121514,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"244","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," 49f20f0e-b41e-4558-a7b5-975239dbfe22",0.3336858,0.082597494,0.0016271614,245.442574616841,0.07879067,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"245","WD",NA,NA,NA,NA,NA,19,NA,FALSE,"20190710-125057-plate_019"," f7242453-0212-43a7-83d1-400310de4015",0.6333369,0.09666043,0.0011866664,247.225199348701,0.053029954,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190710-125057-plate_019.csv",TRUE
"246","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," 27e88fda-f64f-48a8-a504-4f1a4b967e67",0,0,0,NA,0.32435286,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"247","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," b6d02d40-ae76-48ab-b0ed-6d3e301485a4",0,0,0,NA,0.23332694,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"248","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," 3168d763-b1b4-47c3-8f40-9667c938c6da",0,0,0,NA,0.08486485,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"249","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," 8bd864bc-c6d4-439d-a5fa-68a5d3ff164c",0,0,0,NA,0.21363007,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"250","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," 73cfa547-9715-45dc-85a1-b6d3d5dd1ec2",0,0,0,NA,0.21666731,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"251","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," 37f7704c-6236-4d51-9e3d-eea1a12bbe48",0,0,0,NA,0.077266105,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"252","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," b3f66e94-2287-4a02-9fe7-23feeda7a65a",0,0,0,NA,0.045454416,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"253","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," df12532e-3fd9-40da-9044-288fe5700cb9",0,0,0,NA,0.19853468,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"254","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," 2faf46cb-8baa-44f0-817e-dc465678220f",0,0,0,NA,0.009090779,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"255","A635",NA,NA,NA,NA,NA,22,NA,FALSE,"20190829-181703-plate_022"," f8d7ed49-b5b7-4937-a65e-791b239012dc",0.31946152,0.08362989,0.0017421865,263.645766415356,0.08332841,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20190829-181703-plate_022.csv",TRUE
"256","B73",NA,NA,NA,NA,NA,26,NA,FALSE,"20210630-114859-plate_026"," 861fce86-5ef3-43c2-a8e6-e6a913003ccf",0,0,0,NA,0.016667625,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210630-114859-plate_026.csv",TRUE
"257","B73",NA,NA,NA,NA,NA,25,NA,FALSE,"20210630-115659-plate_025"," 192d3fe8-ae97-413a-b116-cf68a4f992ad",0.16464336,0.0125648575,8.083892e-05,276.340192082201,0.024241773,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210630-115659-plate_025.csv",TRUE
"258","B73",NA,NA,NA,NA,NA,24,NA,FALSE,"20210721-161859-plate_024"," 335612fe-300f-456f-a07a-7b8dff4e60b7",0.14148477,0.001346932,1.02e-06,270.3011027,0.003030303,0," Primary root","-1","-1",-0.003030303,-57.29577951,0,0," null"," null"," null"," null","20210721-161859-plate_024.csv",TRUE
"259","B73",NA,NA,NA,NA,NA,25,NA,FALSE,"20210721-162259-plate_025"," 59ad742e-4bac-4a27-9aea-a22a20835416",0,0,0,NA,0.013634816,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210721-162259-plate_025.csv",TRUE
"260","B73",NA,NA,NA,NA,NA,22,NA,FALSE,"20210722-221100-plate_022"," 7bc6679b-7208-43e4-9a07-caf89c6d033e",4.3775034,0.12873255,0.00032263203,274.784356951543,0.009393457,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210722-221100-plate_022.csv",TRUE
"261","B73",NA,NA,NA,NA,NA,27,NA,FALSE,"20210722-221501-plate_027"," bed6969a-cea7-46b2-806f-fd1c1bb7e012",0.43032253,0.006378918,8.25e-06,269.6268811,0.005050431,0," Primary root","-1","-1",-0.003030303,-57.29577951,0,0," null"," null"," null"," null","20210722-221501-plate_027.csv",TRUE
"262","B73",NA,NA,NA,NA,NA,24,NA,FALSE,"20210722-221900-plate_024"," 387c22b9-6a37-4a65-914e-97ffee186672",4.1000705,0.08957485,0.00017853397,273.735895593189,0.006667038,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210722-221900-plate_024.csv",TRUE
"263","B73",NA,NA,NA,NA,NA,25,NA,FALSE,"20210722-222259-plate_025"," 94fada70-e8c2-4663-8384-022011db1bdb",0.3322856,0.00949064,2.3364202e-05,257.368467398277,0.009090619,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210722-222259-plate_025.csv",TRUE
"264","B73",NA,NA,NA,NA,NA,24,NA,FALSE,"20210728-171201-plate_024"," 78d43c9e-8bd8-4069-8dd1-897c494c7cff",0.3074567,0.0051218793,7.2051353e-06,262.813658129151,0.005302536,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210728-171201-plate_024.csv",TRUE
"265","B73",NA,NA,NA,NA,NA,25,NA,FALSE,"20210728-171559-plate_025"," f51e557e-0669-4034-8bed-8b1987561036",0,0,0,NA,0.03484858,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210728-171559-plate_025.csv",TRUE
"266","B73",NA,NA,NA,NA,NA,22,NA,FALSE,"20210728-171959-plate_022"," 613b7d35-d037-4fb7-b49e-cf7f1691739c",0,0,0,NA,0.003030303,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210728-171959-plate_022.csv",TRUE
"267","B73",NA,NA,NA,NA,NA,27,NA,FALSE,"20210728-172359-plate_027"," 9873cf1c-25eb-48e0-b6dd-a9d233c2664a",0,0,0,NA,0.02878932,0," Primary root","-1","-1",-0.003030303,-57.2957795130823,0,0," null"," null"," null"," null","20210728-172359-plate_027.csv",TRUE
