image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
20190516-115958-plate_009, CML331seed #10, 03f649a4-6694-40cf-8a2a-6dda70d3371b, 0.0, 0.0, 0.0, 0.0, NaN, 0.3620542, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #9, 7310b1da-d441-472a-b4ff-fd77a8c6454e, 0.0, 0.0, 0.0, 0.0, NaN, 0.07424826, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #8, 46b2f5c6-2504-4be0-813e-b7affc232eed, 0.0, 0.0, 0.0, 0.0, NaN, 0.08331549, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #7, 2db76362-b130-4d7b-9da6-d0fb78471db1, 0.25957602, 0.25957602, 0.053183373, 8.7521196E-4, 281.4450208263555, 0.06514612, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #6, c37ee560-5ab3-49ca-a75b-85d6678f8c89, 1.1611618, 1.1125258, 0.17622901, 0.0022013742, 304.092971887634, 0.04797508, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #5, 4099e5ab-3aa3-4c89-a6ab-6b78940ae4c0, 1.1682358, 1.1527551, 0.14397791, 0.002927056, 273.24712725618275, 0.05226809, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #4, 96db7d5f-20f7-4316-8a34-cb2ea8e468b3, 1.3579217, 1.3579217, 0.13575497, 0.0012885979, 245.8687511002935, 0.031817198, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #3, 19bb60fe-de8d-46f5-9dd0-36e0e6fb2e44, 1.8584132, 1.8412303, 0.2599531, 0.0054713762, 278.2130845941322, 0.04772591, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #2, 4e4fb4a8-cd96-4e69-b923-a35cdc71d5b8, 1.3590145, 1.3177354, 0.10644411, 0.0010015166, 254.24392906056315, 0.029928297, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, CML331seed #1, 2f9cf86c-4da8-4cfc-9898-0fea8dc9e9ea, 1.1480128, 1.1438743, 0.019352088, 3.4559354E-5, 265.92076582410357, 0.006060194, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20190516-115958-plate_009, B73wsCML331, 98dd5766-3c82-4c1f-b733-e70aaf6de949, 1.4076273, 1.4074311, 0.12944771, 9.815719E-4, 272.5355308276941, 0.03282856, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
