image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
20221214-180602-plate_044, 33-16seed#10, bf292f1f-6082-4417-b59b-4ed640945b59, 0.42754936, 0.40538725, 0.04638754, 7.182643E-4, 243.769970572132, 0.032943152, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#9, e7223fd4-9a69-4479-9284-7e8b51001585, 0.4741088, 0.44913957, 0.025307437, 2.1941937E-4, 276.10629908426347, 0.024238722, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#8, 97ea561f-26ca-4352-95d9-1cb1d84c64c8, 0.24242423, 0.24242423, 0.0335907, 3.9612842E-4, 306.86990823810777, 0.043937657, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#7, 41ac4302-0501-429e-93c3-7daa1b7910c5, 0.93782187, 0.8848485, 0.059480537, 3.889872E-4, 315.5281838790961, 0.023483053, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#6, a5eeb403-b593-486d-9dcd-ef1ef134e9c9, 1.3867823, 1.383359, 0.045783855, 1.5586146E-4, 294.30178642939404, 0.011741948, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#5, f06041f5-13d1-4254-84f1-0558f8ad1f10, 0.16882895, 0.16882895, 0.0048237382, 1.1068222E-5, 291.03750242126154, 0.0090943035, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#4, 4d181908-0116-4cc7-ad48-3225d4a9bd42, 0.3263736, 0.3263736, 0.0139843, 5.080454E-5, 301.32868504750314, 0.013636438, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#3, eb747e3a-04aa-4e59-a11f-7a2d7fee1d46, 0.32023865, 0.32023865, 0.01830118, 9.256901E-5, 240.52410075400186, 0.018180983, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#2, 81947323-74c5-48a6-a7e6-805344ea43f7, 0.4612436, 0.4612436, 0.039540354, 3.0292256E-4, 266.9872042403527, 0.027269492, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20221214-180602-plate_044, 33-16seed#1, 4505402d-708f-44f7-b2c6-b5916444f92b, 1.1865441, 1.1726921, 0.04430822, 1.7372773E-4, 262.32084632015665, 0.015151795, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
