image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
20220430-023703-plate_040, CML254seed#10, be1edad3-d1e3-4524-a46f-96c08cd43e77, 6.342251, 6.2798033, 0.22192785, 8.622459E-4, 284.4710951569947, 0.015152927, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#9, eb1b01f1-0fe0-49b4-8a83-d94327dfd3b3, 7.9280825, 7.7545223, 0.24616624, 7.8785885E-4, 269.09923533550403, 0.013132195, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#8, f3a957a2-0bd9-4426-8a89-19f750dd5cd1, 7.8545303, 7.790053, 0.5617136, 0.0046267193, 282.6865579721671, 0.025252061, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#7, 9b300e71-8f57-4eb5-875a-e0bedca57b8b, 1.6041495, 1.6041495, 0.20615081, 0.0021698026, 271.5062759612866, 0.040905148, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#6, 61ede2bf-4333-4c7f-baa2-abdd77165702, 7.3610673, 7.286308, 0.22867472, 6.9030153E-4, 267.5792177168527, 0.012121139, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#5, 28cebd9e-31e6-49ed-931c-05e730cf8f42, 7.306184, 7.096386, 0.20772955, 5.851446E-4, 94.88276813833689, 0.0093074795, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#4, 61f44abc-465f-498b-be4e-c18ba46717a2, 1.5272268, 1.5272268, 0.058155227, 1.7714161E-4, 274.72619106057067, 0.012120908, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#3, 44dd5aba-2a41-4a56-a792-6404008ab99e, 8.324258, 8.282491, 0.19101067, 3.81951E-4, 103.4629883774903, 0.0071429107, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#2, 95e4c77c-41c5-419d-a72e-d459696c3d7d, 7.5309644, 7.4331074, 0.2152336, 5.6629704E-4, 273.1118348691031, 0.009343521, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20220430-023703-plate_040, CML254seed#1, adbf0766-f58d-4969-b772-e3febe4d0312, 7.4915133, 7.416008, 0.49158525, 0.0036723549, 280.57395314112546, 0.02151507, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
