image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
20211021-204803-plate_026, B68seed#7, 550f59c1-270e-4250-b2cc-0ddf52e6591b, 0.20499672, 0.20499672, 0.009760305, 3.8071394E-5, 270.57504796984705, 0.015151646, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#1, f212e261-bc03-43e3-905c-c939287fcd31, 1.0434619, 1.0434619, 0.034765583, 9.217487E-5, 262.1966734810458, 0.010605302, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#8, 5a3b4ba9-118c-4a32-92b5-a8a5223868a0, 0.0, 0.0, 0.0, 0.0, NaN, 0.003030303, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#9, 83e962df-cfc6-4f78-a335-878c601132c1, 0.0, 0.0, 0.0, 0.0, NaN, 0.010605309, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#10, 8c0da9d3-2d3c-48ab-8030-b31e7e29675e, 0.0, 0.0, 0.0, 0.0, NaN, 0.01060899, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#5, 54918b68-d1e4-42a0-9644-682d78254868, 0.0, 0.0, 0.0, 0.0, NaN, 0.010602229, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#4, eb91ef0c-bc71-46c4-9114-2110e51d96e5, 0.23167275, 0.23167275, 0.007718026, 2.1014523E-5, 254.92052759974462, 0.0106033785, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#3, cefab6e9-d78a-4903-8af1-01a35c088f76, 0.0, 0.0, 0.0, 0.0, NaN, 0.019697621, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#2, b8227d54-4887-40e2-8d11-9918f148520c, 0.0, 0.0, 0.0, 0.0, NaN, 0.025757853, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B68seed#6, 521c5959-4f20-4036-9567-67b0db1e4d18, 0.0, 0.0, 0.0, 0.0, NaN, 0.013636136, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
20211021-204803-plate_026, B73, c564d057-7cc6-4ef6-aaad-fb3f62b6af14, 0.49541098, 0.49541098, 0.025940238, 1.0927475E-4, 279.7509699876523, 0.016666727, 0, Primary root, -1, -1, -0.003030303, -57.29577951308232, 0, 0.0, null, null, null, null
